ACCELEROMETRO X (m/s²);ACCELEROMETRO Y (m/s²);ACCELEROMETRO Z (m/s²);GIROSCOPIO X (rad/s);GIROSCOPIO Y (rad/s);GIROSCOPIO Z (rad/s);CAMPO MAGNETICO X (μT);CAMPO MAGNETICO Y (μT);CAMPO MAGNETICO Z (μT);ORIENTAMENTO X (°);ORIENTAMENTO Y (°);ORIENTAMENTO Z (°);Temperatura ( °C);Livello (%);Voltaggio (Volt);Tempo da inizio in ms ; 
1.7945; 8.5749; 5.0951; -0.3134; 0.0; -0.062; 26.7; -57.3; 46.2; 182.7454; -58.2928; -25.0836; 39.6; 82.0; 3.951; 28624; 
2.0; 8.2932; 5.0539; 0.1972; 0.0541; -0.0502; 26.4; -56.7; 46.2; 183.4591; -58.192; -24.0755; 39.6; 82.0; 3.951; 28834; 
1.8569; 8.9503; 5.4011; -0.162; -0.1175; -0.0545; 26.4; -57.0; 47.1; 184.1953; -58.6972; -23.0513; 39.6; 82.0; 3.951; 29035; 
2.0224; 8.701; 5.177; -0.0235; 0.0; -0.0396; 26.7; -56.7; 46.2; 184.1953; -58.6972; -23.0513; 39.6; 82.0; 3.951; 29236; 
1.8891; 8.7465; 5.1161; -0.4402; -0.1676; 0.0; 28.2; -56.7; 46.2; 184.5153; -59.7056; -25.0169; 39.6; 82.0; 3.951; 29437; 
2.1286; 8.6701; 4.9046; 0.2835; -0.1772; 0.0; 27.3; -56.1; 47.4; 184.5153; -59.7056; -25.0169; 39.6; 82.0; 3.951; 29639; 
2.1414; 8.2255; 4.7132; 0.0; -0.2081; -0.031; 27.6; -56.1; 47.4; 184.1785; -59.7056; -25.0169; 39.6; 82.0; 3.951; 29841; 
2.2697; 8.4854; 4.9523; -0.3752; 0.0967; -0.0619; 26.7; -56.4; 45.9; 184.1785; -59.7056; -25.0169; 39.6; 82.0; 3.951; 30043; 
2.2482; 8.3573; 4.8534; 0.1044; -0.0248; 0.0; 28.2; -55.8; 46.2; 183.7901; -59.192; -26.0535; 39.6; 82.0; 3.951; 30244; 
2.0302; 8.313; 4.6917; 0.0; 0.0; -0.0406; 28.5; -57.0; 47.4; 182.2087; -59.1769; -28.6105; 39.6; 82.0; 3.951; 30478; 
1.5199; 8.1257; 4.5984; 0.0; -0.1132; 0.0; 27.6; -57.9; 46.5; 182.2087; -59.1769; -28.6105; 39.6; 82.0; 3.951; 30680; 
1.334; 8.8327; 5.1908; -0.2079; -0.1303; 0.0; 27.9; -57.0; 45.9; 183.0344; -58.9675; -27.0721; 39.6; 82.0; 3.951; 30883; 
0.8573; 8.4764; 5.0668; 0.3144; 0.2342; 0.0266; 28.5; -56.7; 45.9; 183.0344; -58.9675; -27.0721; 39.6; 82.0; 3.951; 31084; 
0.7013; 8.3073; 4.8915; 0.2707; 0.1916; 0.0; 28.5; -56.7; 46.8; 184.809; -59.7056; -25.0169; 39.6; 82.0; 3.951; 31299; 
0.2846; 8.3691; 5.3756; -0.0672; 0.0935; 0.0; 26.7; -56.7; 46.2; 184.809; -59.7056; -25.0169; 39.6; 82.0; 3.951; 31500; 
-0.0494; 8.27; 5.2173; 0.2195; -0.0642; 0.0223; 28.5; -57.9; 42.0; 188.2285; -59.5445; -19.8852; 39.6; 82.0; 3.951; 31726; 
-0.2908; 8.2493; 5.1605; -0.1258; 0.1372; 0.0287; 28.2; -60.6; 45.3; 192.3389; -59.7969; -14.0362; 39.6; 82.0; 3.951; 31951; 
-0.4146; 8.5236; 5.4084; 0.0; 0.1105; 0.0543; 27.9; -57.6; 47.7; 192.3389; -59.7969; -14.0362; 39.6; 82.0; 3.951; 32152; 
-0.3521; 8.5129; 5.1171; -0.275; 0.0; 0.05; 27.0; -57.0; 46.8; 191.3446; -59.7969; -14.0362; 39.6; 82.0; 3.951; 32354; 
-0.3251; 8.2913; 5.122; 0.1705; 0.0; 0.0712; 27.3; -57.0; 46.5; 191.3446; -59.7969; -14.0362; 39.6; 82.0; 3.951; 32557; 
-0.4341; 8.3477; 5.2434; 0.0884; 0.1904; 0.0542; 26.7; -56.4; 46.5; 194.0091; -59.6248; -10.4077; 39.6; 82.0; 3.951; 32758; 
-0.8378; 8.4866; 5.4127; -0.2303; 0.0721; 0.0467; 26.4; -56.4; 46.5; 195.7923; -59.057; -6.8428; 39.6; 82.0; 3.951; 32986; 
-0.6534; 8.1583; 4.9462; 0.0; 0.0; 0.0605; 25.2; -57.3; 47.7; 195.7923; -59.057; -6.8428; 39.6; 82.0; 3.951; 33187; 
-0.7236; 8.1805; 5.3503; -0.0683; 0.1584; 0.0712; 25.2; -56.7; 46.8; 197.3711; -59.192; -3.4336; 39.6; 82.0; 3.951; 33388; 
-0.9095; 8.1612; 5.418; 0.147; 0.3321; 0.0412; 24.9; -56.4; 48.9; 197.3711; -59.192; -3.4336; 39.6; 82.0; 3.951; 33588; 
-0.8466; 8.3758; 5.4017; 0.0; 0.0; 0.0338; 24.9; -56.7; 48.6; 199.3323; -59.2373; 0.0; 39.6; 82.0; 3.951; 33788; 
-0.8634; 8.7933; 5.3045; 0.0522; 0.0528; 0.0508; 24.0; -56.1; 47.4; 199.3323; -59.2373; 0.0; 39.6; 82.0; 3.951; 33989; 
-1.0044; 8.4899; 5.1141; -0.047; 0.0; 0.0337; 23.7; -56.1; 47.7; 201.3624; -59.192; 3.4336; 39.6; 82.0; 3.951; 34189; 
-1.3176; 8.5001; 5.1668; -0.4008; -0.1305; 0.039; 23.4; -55.8; 47.1; 201.3624; -59.192; 3.4336; 39.6; 82.0; 3.951; 34390; 
-1.2433; 8.4246; 5.0873; -0.0523; 0.1445; 0.0465; 22.8; -56.4; 47.1; 203.162; -59.057; 6.8428; 39.6; 82.0; 3.951; 34632; 
-1.5075; 8.5179; 5.0953; 0.0937; 0.0464; 0.0497; 22.2; -56.7; 46.8; 202.2487; -59.057; 6.8428; 39.6; 82.0; 3.951; 34838; 
-1.4734; 8.5555; 5.0644; -0.112; 0.1029; 0.0571; 21.9; -56.7; 47.1; 202.2487; -59.057; 6.8428; 39.6; 82.0; 3.951; 35039; 
-1.3258; 8.9406; 5.3364; -0.0832; -0.4002; 0.0656; 22.2; -57.3; 46.8; 203.2376; -59.7868; 8.1301; 39.6; 82.0; 3.951; 35239; 
-1.0631; 8.651; 5.012; 0.0639; -0.0495; 0.0667; 21.9; -57.3; 47.1; 203.2376; -59.7868; 8.1301; 39.6; 82.0; 3.951; 35440; 
-0.979; 8.3297; 4.8784; 0.0; 0.0272; 0.0794; 21.6; -56.1; 48.0; 204.2231; -60.2091; 9.4623; 39.6; 82.0; 3.951; 35658; 
-1.1165; 8.618; 5.0532; 0.147; 0.4578; 0.0528; 19.5; -57.0; 48.3; 202.5372; -60.2091; 9.4623; 39.6; 82.0; 3.951; 35881; 
-0.9055; 8.524; 4.8435; -0.2505; 0.1605; 0.0378; 19.5; -57.0; 48.3; 202.5372; -60.2091; 9.4623; 39.6; 82.0; 3.951; 36083; 
-0.9692; 8.4968; 4.9795; -0.0704; -0.0911; 0.041; 19.8; -56.1; 48.0; 202.9441; -60.9973; 9.6599; 39.6; 82.0; 3.951; 36285; 
-0.8267; 8.3161; 4.7653; 0.1769; -0.106; 0.0559; 19.2; -56.1; 47.7; 202.9441; -60.9973; 9.6599; 39.6; 82.0; 3.951; 36486; 
-0.6172; 8.6882; 4.9159; 0.0724; 0.0251; 0.0409; 19.2; -56.1; 47.7; 201.3436; -61.0776; 8.4711; 39.6; 82.0; 3.951; 36688; 
-0.4962; 8.2413; 4.6359; -0.0427; -0.1476; 0.0345; 18.0; -55.8; 47.1; 201.3436; -61.0776; 8.4711; 39.6; 82.0; 3.951; 36889; 
-0.4841; 8.3448; 4.8206; -0.2985; 0.0581; 0.0334; 17.7; -56.4; 47.1; 199.8734; -61.1476; 7.275; 39.6; 82.0; 3.951; 37090; 
-0.3172; 8.2411; 4.6427; -0.0267; 0.1295; 0.0333; 17.4; -54.9; 47.4; 199.2071; -61.1476; 7.275; 39.6; 82.0; 3.951; 37337; 
-0.2289; 8.6858; 4.9869; -0.2121; -0.0346; 0.0322; 18.0; -55.5; 47.1; 199.2071; -61.1476; 7.275; 39.6; 82.0; 3.951; 37538; 
-0.2546; 8.6575; 4.9439; -0.1173; -0.089; 0.0408; 18.6; -55.8; 48.0; 198.8302; -61.2558; 4.8645; 39.6; 82.0; 3.951; 37741; 
-0.2784; 8.9523; 5.2595; 0.0; -0.0442; 0.0461; 17.7; -55.8; 47.7; 198.8302; -61.2558; 4.8645; 39.6; 82.0; 3.951; 37944; 
-0.4872; 8.4564; 4.9514; -0.1024; -0.1508; 0.0428; 16.5; -55.5; 47.7; 196.5264; -61.2938; 3.6522; 39.6; 82.0; 3.951; 38151; 
-0.4956; 8.5366; 4.9189; -0.0533; 0.0805; 0.03; 18.6; -55.5; 45.9; 196.5264; -61.2938; 3.6522; 39.6; 82.0; 3.951; 38352; 
-0.4491; 8.3203; 4.7405; -0.1375; 0.2574; 0.0; 15.6; -56.4; 48.3; 197.2914; -61.2938; 3.6522; 39.6; 82.0; 3.951; 38554; 
-0.6312; 8.3838; 4.8596; 0.227; 0.1146; 0.0385; 16.2; -55.8; 47.4; 195.7697; -61.2938; 3.6522; 39.6; 82.0; 3.951; 38768; 
-0.3774; 8.7941; 5.0876; -0.0405; -0.0847; 0.0481; 15.3; -55.5; 47.7; 195.7697; -61.2938; 3.6522; 39.6; 82.0; 3.951; 39006; 
-0.4413; 8.828; 5.2515; -0.0949; 0.0; 0.0619; 14.4; -54.9; 48.0; 194.1291; -61.2938; 3.6522; 39.6; 82.0; 3.951; 39244; 
-0.4407; 8.8894; 5.1768; 0.0927; -0.0251; 0.0427; 14.7; -55.5; 48.0; 194.933; -61.2938; 3.6522; 39.6; 82.0; 3.951; 39465; 
-0.5696; 8.3827; 5.2199; -0.1024; -0.0496; 0.0661; 15.0; -55.2; 47.7; 194.933; -61.2938; 3.6522; 39.6; 82.0; 3.951; 39666; 
-0.3323; 8.3594; 5.2038; -0.306; -0.0848; 0.0245; 14.4; -55.2; 46.5; 194.2555; -61.2938; 3.6522; 39.6; 82.0; 3.951; 39867; 
-0.3117; 8.1971; 5.1577; -0.1685; -0.1146; 0.0213; 13.8; -54.3; 46.5; 194.2555; -61.2938; 3.6522; 39.6; 82.0; 3.951; 40068; 
-0.4586; 8.4778; 5.09; -0.0288; -0.0432; 0.0479; 14.1; -54.3; 47.7; 193.287; -60.8112; 2.3859; 39.6; 82.0; 3.951; 40269; 
-0.1729; 8.6053; 5.2354; 0.1161; 0.0655; 0.0329; 13.5; -54.0; 47.4; 193.287; -60.8112; 2.3859; 39.6; 82.0; 3.951; 40470; 
-0.0346; 8.1682; 4.9727; 0.0; 0.0442; 0.0393; 13.5; -54.0; 48.3; 193.2644; -60.5251; 2.3859; 39.6; 82.0; 3.951; 40671; 
0.2807; 8.3323; 4.8571; 0.049; -0.2671; 0.0254; 13.2; -53.7; 46.8; 191.69; -60.0327; 1.1691; 39.6; 82.0; 3.951; 40887; 
0.3816; 8.5523; 5.059; 0.0; -0.0976; 0.0; 12.3; -53.4; 46.2; 191.69; -60.0327; 1.1691; 39.6; 82.0; 3.951; 41087; 
0.4453; 8.4966; 4.9105; -0.0555; 0.1507; 0.0; 12.6; -54.0; 47.1; 190.9047; -60.5463; 0.0; 39.6; 82.0; 3.951; 41287; 
0.5088; 8.3727; 4.7007; -0.2249; -0.039; 0.0; 12.9; -54.3; 47.1; 190.9047; -60.5463; 0.0; 39.6; 82.0; 3.951; 41489; 
0.3932; 7.9796; 4.5535; -0.0491; -0.3406; 0.0371; 12.9; -54.9; 46.8; 189.9942; -60.541; -1.1935; 39.6; 82.0; 3.951; 41690; 
0.7041; 8.7306; 5.0786; -0.1098; 0.22; -0.0289; 13.2; -53.7; 47.1; 189.9942; -60.541; -1.1935; 39.6; 82.0; 3.951; 41891; 
0.478; 8.0437; 4.5025; -0.1621; 0.1721; -0.0193; 13.5; -54.0; 46.8; 190.0394; -60.5251; -2.3859; 39.6; 82.0; 3.951; 42094; 
0.4615; 8.3197; 4.767; 0.0405; 0.0346; 0.0; 13.2; -54.6; 45.9; 190.0394; -60.5251; -2.3859; 39.6; 82.0; 3.951; 42295; 
0.575; 8.2362; 4.8079; -0.1727; -0.1328; -0.0332; 13.8; -55.2; 45.6; 190.3673; -60.5251; -2.3859; 39.6; 82.0; 3.951; 42599; 
0.852; 8.4342; 4.854; 0.1982; 0.3096; -0.0321; 13.5; -55.2; 46.5; 189.9687; -60.5251; -2.3859; 39.6; 82.0; 3.951; 42800; 
0.8939; 8.6897; 5.1186; -0.2079; -0.0688; -0.0427; 12.9; -56.1; 46.2; 189.9687; -60.5251; -2.3859; 39.6; 82.0; 3.951; 43001; 
1.023; 8.7641; 5.0518; 0.2344; 0.1444; -0.0459; 13.8; -54.3; 45.9; 189.3893; -59.9914; -3.5035; 39.6; 82.0; 3.951; 43202; 
1.4675; 9.0039; 5.6763; -0.129; 0.0367; -0.0651; 15.0; -55.2; 47.1; 189.1414; -59.9554; -4.6669; 39.6; 82.0; 3.951; 43429; 
1.4002; 8.2952; 5.0921; 0.0; -0.1157; -0.0629; 15.6; -55.2; 46.5; 189.1414; -59.9554; -4.6669; 39.6; 82.0; 3.951; 43639; 
1.4937; 8.4866; 5.3113; -0.1418; -0.1764; -0.0458; 15.3; -55.5; 45.9; 187.7096; -59.853; -6.9811; 39.6; 82.0; 3.951; 43840; 
1.4563; 8.2377; 5.0227; -0.3379; 0.0; 0.0; 14.7; -55.5; 45.9; 187.7096; -59.853; -6.9811; 39.6; 82.0; 3.951; 44041; 
1.6526; 8.1595; 5.0798; 0.1001; 0.0207; -0.0511; 15.6; -55.2; 45.9; 186.1137; -59.6248; -10.4077; 39.6; 82.0; 3.951; 44242; 
1.9985; 8.3422; 4.9174; -0.0235; -0.1114; -0.0735; 16.8; -55.2; 47.1; 186.1137; -59.6248; -10.4077; 39.6; 82.0; 3.951; 44446; 
2.2591; 8.596; 5.3689; 0.0; -0.1849; -0.0884; 18.6; -56.1; 42.6; 184.544; -59.0122; -13.7608; 39.6; 82.0; 3.951; 44661; 
2.088; 8.1417; 4.7311; 0.0404; -0.266; -0.0681; 19.5; -57.9; 44.7; 186.9635; -59.0122; -13.7608; 39.6; 82.0; 3.951; 44866; 
2.3045; 8.5562; 5.124; -0.1599; -0.3502; -0.0681; 18.6; -55.5; 47.1; 186.9635; -59.0122; -13.7608; 39.6; 82.0; 3.951; 45068; 
2.3661; 8.2492; 4.9667; -0.1045; -0.3619; -0.0489; 19.2; -55.2; 46.2; 184.5477; -58.7558; -15.9454; 39.6; 82.0; 3.951; 45269; 
2.6857; 8.6221; 5.0215; -0.0352; -0.2937; -0.0649; 20.1; -55.5; 46.8; 184.5477; -58.7558; -15.9454; 39.6; 82.0; 3.951; 45471; 
2.2435; 8.6071; 5.122; 0.0; -0.0784; -0.0564; 20.7; -56.1; 46.5; 183.977; -58.9378; -18.4349; 39.6; 82.0; 3.951; 45704; 
2.1022; 8.5333; 5.1065; -0.1439; -0.0762; -0.0735; 20.7; -56.4; 47.4; 183.977; -58.9378; -18.4349; 39.6; 82.0; 3.951; 45906; 
1.993; 8.5058; 5.2723; -0.0736; -0.0379; -0.0255; 20.7; -55.2; 48.3; 182.6628; -59.2474; -19.8852; 39.6; 82.0; 3.951; 46119; 
2.1229; 7.8124; 4.8498; -0.064; -0.25; 0.0; 21.3; -55.2; 47.7; 180.4129; -58.6972; -23.0513; 39.6; 82.0; 3.951; 46320; 
2.1899; 8.3076; 5.1511; 0.1929; -0.2265; -0.018; 21.0; -55.8; 47.1; 180.4129; -58.6972; -23.0513; 39.6; 82.0; 3.951; 46521; 
1.9813; 8.4871; 5.1493; 0.228; 0.0975; -0.018; 22.2; -55.5; 47.4; 180.7168; -58.4986; -24.0755; 39.6; 82.0; 3.951; 46722; 
1.6062; 7.8849; 4.5939; -0.145; -0.1413; 0.0; 21.3; -55.5; 48.3; 180.7168; -58.4986; -24.0755; 39.6; 82.0; 3.951; 46925; 
1.9922; 7.9759; 4.8104; 0.2792; 0.089; -0.0478; 22.8; -56.1; 47.4; 181.4144; -58.192; -24.0755; 39.6; 82.0; 3.951; 47126; 
2.0343; 7.973; 4.9736; -0.226; 0.0869; -0.0627; 22.2; -56.7; 47.7; 181.4144; -58.192; -24.0755; 39.6; 82.0; 3.951; 47327; 
1.8871; 8.6322; 5.2541; 0.3357; 0.1274; -0.0531; 23.4; -56.4; 47.1; 182.0963; -58.192; -24.0755; 39.6; 82.0; 3.951; 47562; 
1.8889; 8.5719; 4.9471; 0.2408; -0.0762; -0.0425; 24.0; -57.0; 46.8; 182.0963; -58.192; -24.0755; 39.6; 82.0; 3.951; 47768; 
1.7171; 8.4185; 5.293; -0.4179; -0.0208; -0.0915; 24.9; -56.1; 47.1; 182.0963; -58.192; -24.0755; 39.6; 82.0; 3.951; 47969; 
1.0842; 8.5323; 5.2355; -0.0373; -0.3597; -0.0787; 25.5; -56.1; 47.1; 184.2243; -58.6972; -23.0513; 39.6; 82.0; 3.951; 48169; 
0.945; 8.5297; 5.3954; -0.3933; -0.1956; -0.068; 24.9; -57.0; 47.4; 184.2243; -58.6972; -23.0513; 39.6; 82.0; 3.951; 48371; 
0.3681; 7.9007; 4.4555; -0.1748; -0.4748; 0.0183; 25.8; -56.7; 46.8; 186.4615; -59.2474; -19.8852; 39.6; 82.0; 3.951; 48594; 
0.786; 8.0128; 4.8291; 0.2856; -0.2457; -0.019; 25.8; -56.4; 46.8; 188.0954; -59.8683; -17.7004; 39.6; 82.0; 3.951; 48836; 
0.5125; 8.3251; 4.7496; -0.1194; 0.0485; -0.0233; 26.1; -56.1; 45.6; 188.0954; -59.8683; -17.7004; 39.6; 82.0; 3.951; 49052; 
0.5597; 8.3601; 5.0875; 0.2451; 0.428; -0.0531; 26.4; -56.4; 46.2; 190.0319; -60.157; -15.4612; 39.6; 82.0; 3.951; 49253; 
0.1744; 8.8352; 5.0756; 0.2653; 0.4184; 0.0; 26.7; -56.1; 48.3; 190.0319; -60.157; -15.4612; 39.6; 82.0; 3.951; 49456; 
0.0299; 7.9783; 4.8406; -0.0694; 0.0805; 0.0; 25.5; -56.1; 47.7; 192.0656; -60.0223; -11.7683; 39.6; 82.0; 3.951; 49657; 
0.0141; 8.1967; 4.78; 0.5712; 0.1071; 0.0418; 24.9; -56.1; 48.6; 192.0656; -60.0223; -11.7683; 39.6; 82.0; 3.951; 49857; 
0.013; 8.5171; 5.1479; -0.3827; 0.0986; 0.0; 25.8; -54.0; 45.9; 194.4238; -60.0223; -11.7683; 39.6; 82.0; 3.951; 50096; 
0.0564; 8.4341; 5.0569; 0.0522; -0.0581; 0.0; 24.3; -55.5; 48.0; 192.4949; -59.7107; -9.2726; 39.6; 82.0; 3.951; 50297; 
-0.2136; 8.0919; 4.7507; 0.0; -0.1966; 0.0801; 25.2; -56.1; 46.8; 192.4949; -59.7107; -9.2726; 39.6; 82.0; 3.951; 50498; 
0.2882; 9.0129; 5.4803; 0.2323; 0.2702; -0.0297; 25.2; -57.0; 45.0; 194.6687; -59.7868; -8.1301; 39.6; 82.0; 3.951; 50699; 
0.0618; 7.5171; 4.5133; 0.0; -0.4236; 0.0428; 25.8; -60.9; 44.1; 194.6687; -59.7868; -8.1301; 39.6; 82.0; 3.951; 50900; 
0.332; 7.9033; 5.2158; -0.5756; -0.3682; 0.0279; 24.3; -57.9; 46.2; 193.5717; -59.7868; -8.1301; 39.6; 82.0; 3.951; 51101; 
0.2858; 8.1468; 5.4419; -0.1834; -0.0826; 0.0769; 24.3; -56.4; 46.2; 193.5717; -59.7868; -8.1301; 39.6; 82.0; 3.951; 51302; 
0.4929; 8.5486; 5.5819; -0.1247; -0.1039; 0.0396; 24.0; -56.1; 46.8; 194.1742; -58.9923; -7.9696; 39.6; 82.0; 3.951; 51534; 
0.4675; 8.1591; 5.3021; 0.0437; -0.1518; 0.0374; 24.0; -56.1; 45.6; 193.0197; -58.9181; -9.0903; 39.6; 82.0; 3.951; 51739; 
0.6577; 7.7284; 5.3587; -0.2303; -0.0239; 0.0; 24.0; -55.8; 46.5; 193.0197; -58.9181; -9.0903; 39.6; 82.0; 3.951; 51940; 
0.6844; 7.8868; 5.278; 0.518; 0.1359; 0.0; 23.7; -56.1; 46.8; 192.8239; -58.1196; -8.9149; 39.6; 82.0; 3.951; 52141; 
0.4247; 7.8702; 4.951; 0.4487; -0.1135; 0.0225; 24.6; -56.1; 46.8; 192.8239; -58.1196; -8.9149; 39.6; 82.0; 3.951; 52347; 
0.5393; 8.4781; 5.456; 0.0234; -0.235; 0.0459; 23.1; -55.8; 46.5; 192.0974; -58.1196; -8.9149; 39.6; 82.0; 3.951; 52548; 
0.5184; 8.3493; 5.4952; 0.0394; 0.0517; 0.0353; 22.2; -56.1; 47.7; 190.4536; -57.551; -9.8193; 39.6; 82.0; 3.951; 52765; 
0.6597; 8.0491; 5.1824; -0.21; 0.1423; 0.0235; 23.7; -56.4; 47.4; 190.4536; -57.551; -9.8193; 39.6; 82.0; 3.951; 52967; 
0.5579; 7.9359; 4.8944; -0.3752; -0.2521; 0.0299; 23.4; -56.4; 47.7; 191.177; -57.551; -9.8193; 39.6; 82.0; 3.951; 53167; 
0.717; 8.4022; 5.0942; 0.2377; 0.0; 0.0598; 23.4; -55.8; 47.4; 191.177; -57.551; -9.8193; 39.6; 82.0; 3.951; 53397; 
0.9267; 8.3176; 5.0572; -0.0288; 0.0; 0.0; 22.5; -55.8; 46.8; 191.3263; -58.0378; -10.008; 39.6; 82.0; 3.951; 53598; 
0.786; 8.2957; 5.0285; -0.2164; -0.0304; 0.0331; 22.8; -56.1; 47.1; 191.3263; -58.0378; -10.008; 39.6; 82.0; 3.951; 53799; 
0.9466; 8.2046; 5.0414; 0.0362; 0.0261; 0.0288; 23.1; -55.2; 47.1; 190.6358; -57.9469; -11.0937; 39.6; 82.0; 3.951; 54000; 
0.8767; 8.471; 4.937; -0.033; -0.1348; 0.0213; 21.9; -55.8; 47.1; 188.9416; -58.6388; -12.4074; 39.6; 82.0; 3.951; 54250; 
0.7199; 8.5869; 5.1153; 0.3741; 0.1807; 0.0; 21.9; -55.5; 46.8; 188.9416; -58.6388; -12.4074; 39.6; 82.0; 3.951; 54451; 
0.9197; 8.3166; 4.9126; -0.0394; 0.316; 0.0202; 21.6; -55.8; 47.1; 189.7182; -58.7412; -11.3099; 39.6; 82.0; 3.951; 54652; 
0.4789; 8.3047; 4.9278; 0.3794; 0.202; 0.0447; 22.2; -56.1; 46.8; 189.7182; -58.7412; -11.3099; 39.6; 82.0; 3.951; 54855; 
0.1802; 8.0371; 5.2184; -0.0917; 0.2318; 0.0; 21.6; -56.7; 48.3; 189.3933; -58.7412; -11.3099; 39.6; 82.0; 3.951; 55056; 
-0.2217; 8.2734; 5.7424; -0.1727; -0.1903; 0.0287; 21.3; -55.8; 47.7; 189.3933; -58.7412; -11.3099; 39.6; 82.0; 3.951; 55258; 
-0.3441; 7.9173; 5.4207; 0.1396; -0.1018; 0.0543; 21.6; -57.3; 47.4; 189.7606; -58.8343; -10.204; 39.6; 82.0; 3.951; 55459; 
-0.2775; 8.0341; 5.4861; -0.0192; -0.1935; 0.0713; 20.7; -57.3; 46.2; 192.3676; -57.7619; -6.5819; 39.6; 82.0; 3.951; 55660; 
-0.3612; 8.0739; 5.7503; -0.0981; -0.1476; 0.0; 20.4; -57.0; 46.8; 192.3676; -57.7619; -6.5819; 39.6; 82.0; 3.951; 55891; 
-0.3745; 8.4026; 5.8533; -0.2814; 0.138; -0.0449; 20.7; -55.5; 47.1; 193.8744; -57.3657; -4.316; 39.6; 82.0; 3.951; 56093; 
-0.8751; 8.0383; 5.4386; 0.1268; -0.0656; 0.0553; 20.4; -55.8; 46.8; 193.8744; -57.3657; -4.316; 39.6; 82.0; 3.951; 56296; 
-0.9628; 7.8786; 5.5136; -0.1151; -0.0314; 0.0489; 20.7; -55.5; 46.8; 196.8519; -57.1237; 0.0; 39.6; 82.0; 3.951; 56497; 
-1.0077; 8.4992; 6.2995; -0.0842; -0.2851; 0.0883; 19.5; -55.8; 47.7; 196.4855; -56.6291; 1.0609; 39.6; 82.0; 3.951; 56710; 
-0.5417; 8.4439; 6.358; 0.5063; 0.1487; 0.0542; 20.1; -55.8; 46.5; 196.4855; -56.6291; 1.0609; 39.6; 82.0; 3.951; 56918; 
-0.5086; 8.5097; 6.0964; 0.3666; -0.1839; 0.0649; 20.4; -57.0; 48.6; 196.9264; -56.6156; 2.1211; 39.6; 82.0; 3.951; 57119; 
-0.5109; 8.2612; 6.1613; -0.0736; 0.7573; 0.0265; 18.9; -56.4; 48.6; 196.9264; -56.6156; 2.1211; 39.6; 82.0; 3.951; 57335; 
-0.5712; 7.7397; 5.591; 0.0607; 0.1647; 0.0713; 17.4; -55.5; 47.7; 195.0494; -56.6156; 2.1211; 39.6; 82.0; 3.951; 57536; 
-0.4149; 8.6581; 5.8004; 0.5574; 0.3928; 0.0; 17.1; -55.5; 47.7; 195.0494; -56.6156; 2.1211; 39.6; 82.0; 3.951; 57737; 
-0.1798; 8.2233; 5.6356; 0.1492; 0.5441; 0.0; 17.7; -55.8; 48.9; 196.2815; -56.5931; 3.1798; 39.6; 82.0; 3.951; 57939; 
-0.2388; 8.3402; 6.1802; 0.5361; 0.7008; 0.019; 17.1; -54.9; 47.4; 195.1945; -56.6156; 2.1211; 39.6; 82.0; 3.951; 58142; 
-0.3619; 8.0477; 5.3339; 0.6224; -0.4365; 0.0936; 18.3; -54.9; 47.7; 195.1945; -56.6156; 2.1211; 39.6; 82.0; 3.951; 58343; 
-0.4483; 7.8283; 5.48; 0.0373; -0.3619; 0.0521; 16.8; -55.8; 48.9; 195.525; -56.5931; 3.1798; 39.6; 82.0; 3.951; 58544; 
-0.2947; 7.8956; 5.556; 0.3112; 0.1124; 0.0307; 16.5; -55.2; 48.6; 195.525; -56.5931; 3.1798; 39.6; 82.0; 3.951; 58748; 
-0.122; 8.4833; 5.7865; 0.1247; -0.3033; 0.0499; 16.8; -55.5; 47.7; 195.0494; -56.6156; 2.1211; 39.6; 82.0; 3.951; 58950; 
0.0525; 8.3293; 5.5773; 0.1513; 0.0943; 0.0233; 15.9; -54.0; 47.4; 195.0494; -56.6156; 2.1211; 39.6; 82.0; 3.951; 59151; 
0.113; 7.6425; 5.2069; 0.3421; -0.2723; 0.0584; 15.9; -54.0; 48.0; 193.6496; -56.6291; 1.0609; 39.6; 82.0; 3.951; 59367; 
0.2365; 7.8081; 5.6364; 0.0; -0.0965; 0.0275; 16.2; -54.6; 48.0; 193.6496; -56.6291; 1.0609; 39.6; 82.0; 3.951; 59569; 
0.1991; 7.713; 5.3936; 0.1407; -0.2052; 0.0; 15.6; -56.7; 46.8; 192.7866; -56.149; 0.0; 39.6; 82.0; 3.951; 59772; 
0.1548; 8.0057; 5.7846; 0.114; -0.121; -0.0194; 15.3; -56.4; 47.7; 191.92; -56.149; 0.0; 39.6; 82.0; 3.951; 59989; 
0.1379; 7.7434; 5.5008; 0.2227; 0.0357; 0.0; 15.3; -56.1; 48.3; 191.92; -56.149; 0.0; 39.6; 82.0; 3.951; 60213; 
0.0205; 8.154; 5.8266; -0.2537; 0.057; 0.0; 15.6; -54.0; 47.7; 193.5873; -55.8186; 1.0416; 39.6; 82.0; 3.951; 60414; 
0.1265; 7.5364; 5.3319; -0.4349; -0.1721; 0.0; 16.5; -54.3; 45.9; 193.5873; -55.8186; 1.0416; 39.6; 82.0; 3.951; 60615; 
-0.0079; 8.2511; 5.8027; 0.3197; -0.2318; 0.0403; 15.6; -54.0; 45.6; 193.8757; -55.8186; 1.0416; 39.6; 82.0; 3.951; 60817; 
