ACCELEROMETRO X (m/s²);ACCELEROMETRO Y (m/s²);ACCELEROMETRO Z (m/s²);GIROSCOPIO X (rad/s);GIROSCOPIO Y (rad/s);GIROSCOPIO Z (rad/s);CAMPO MAGNETICO X (μT);CAMPO MAGNETICO Y (μT);CAMPO MAGNETICO Z (μT);ORIENTAMENTO X (°);ORIENTAMENTO Y (°);ORIENTAMENTO Z (°);Temperatura ( °C);Livello (%);Voltaggio (Volt);Tempo da inizio in ms ; 
1.3135; 8.1514; 4.8845; -0.1375; -0.1829; -0.0745; 35.4; -42.9; 20.1; 212.5522; -58.5275; -13.4957; 27.2; 82.0; 3.969; 32915; 
2.3627; 8.5399; 5.0451; -0.1428; -0.2693; -0.1395; 33.6; -42.0; 17.7; 212.6632; -58.8884; -14.8586; 27.2; 82.0; 3.969; 33118; 
1.5785; 8.4022; 5.1141; -0.097; -0.1712; -0.0724; 34.2; -41.4; 17.1; 212.6632; -58.8884; -14.8586; 27.2; 82.0; 3.969; 33379; 
1.8548; 8.3094; 5.07; 0.0235; -0.1872; -0.1076; 33.3; -41.1; 18.3; 212.1972; -58.8884; -14.8586; 27.2; 82.0; 3.969; 33582; 
1.6488; 8.5649; 5.433; 0.032; -0.2234; -0.1161; 32.4; -40.5; 16.8; 211.7112; -58.7558; -15.9454; 27.2; 82.0; 3.969; 33798; 
1.6051; 7.6221; 4.5935; 0.242; -0.1094; -0.0681; 30.6; -39.3; 15.6; 211.7112; -58.7558; -15.9454; 27.2; 82.0; 3.969; 34006; 
2.1534; 8.52; 4.9924; -0.1481; -0.5038; -0.0809; 29.4; -40.2; 14.4; 211.6036; -58.7558; -15.9454; 27.2; 82.0; 3.969; 34209; 
2.2368; 7.6539; 4.032; 0.1887; -0.039; -0.147; 30.3; -39.9; 15.9; 211.6036; -58.7558; -15.9454; 27.2; 82.0; 3.969; 34412; 
1.2944; 8.9526; 4.8254; -0.4157; -0.1105; -0.0681; 28.5; -39.3; 15.3; 209.6661; -58.4649; -18.0834; 27.2; 82.0; 3.969; 34613; 
2.7808; 7.568; 3.898; 0.1013; 0.0921; -0.1587; 27.6; -39.9; 16.8; 209.6661; -58.4649; -18.0834; 27.2; 82.0; 3.969; 34814; 
2.4714; 8.4423; 4.3817; -0.3922; -0.491; -0.1278; 29.1; -40.8; 15.3; 208.8786; -59.7107; -18.7999; 27.2; 82.0; 3.969; 35016; 
2.3618; 8.3263; 4.5471; 0.6864; 0.285; -0.1544; 26.1; -39.0; 16.2; 206.0171; -58.9378; -18.4349; 27.2; 82.0; 3.969; 35270; 
2.0189; 9.0315; 4.4812; 0.0778; 0.1432; -0.2184; 26.7; -38.7; 15.9; 206.0171; -58.9378; -18.4349; 27.2; 82.0; 3.969; 35472; 
1.5659; 9.1526; 4.6332; -0.357; 0.3052; -0.148; 27.9; -37.8; 15.3; 209.4998; -61.1206; -18.4349; 27.2; 82.0; 3.969; 35674; 
1.8919; 8.7492; 4.3471; -0.1247; -0.3737; -0.132; 26.1; -38.4; 15.9; 209.4998; -61.1206; -18.4349; 27.2; 82.0; 3.969; 35876; 
1.8029; 8.9458; 4.4302; -0.1002; -0.152; -0.1257; 23.7; -38.7; 15.9; 204.3234; -62.3696; -19.2307; 27.2; 82.0; 3.969; 36077; 
1.8817; 8.8244; 4.098; -0.146; -0.2021; -0.1342; 23.4; -38.7; 15.6; 204.3234; -62.3696; -19.2307; 27.2; 82.0; 3.969; 36280; 
0.7513; 8.8102; 4.2594; -0.2153; -0.2426; -0.0478; 22.2; -39.6; 17.1; 201.2817; -63.1242; -19.6538; 27.2; 82.0; 3.969; 36508; 
0.4076; 8.8734; 4.6588; 0.0352; -0.0497; 0.0; 21.9; -38.4; 16.2; 202.3954; -63.1242; -19.6538; 27.2; 82.0; 3.969; 36715; 
0.1106; 8.5167; 4.3172; -0.0245; -0.0241; 0.0; 23.7; -37.5; 16.5; 202.3954; -63.1242; -19.6538; 27.2; 82.0; 3.969; 36916; 
0.326; 8.2975; 4.9206; 0.064; 0.0803; 0.0; 22.5; -38.4; 15.9; 206.9403; -63.2349; -14.3493; 27.2; 82.0; 3.969; 37117; 
0.5571; 8.0636; 5.7681; 0.0; 0.1805; 0.0; 21.9; -38.1; 15.6; 206.9403; -63.2349; -14.3493; 27.2; 82.0; 3.969; 37318; 
0.6199; 7.5558; 6.4716; 0.2601; 0.1848; 0.0; 21.9; -38.4; 15.9; 207.4939; -62.189; -11.3099; 27.2; 82.0; 3.969; 37519; 
0.5971; 7.4855; 6.5546; 0.0; 0.0515; 0.0; 21.3; -38.4; 17.1; 207.4939; -62.189; -11.3099; 27.2; 82.0; 3.969; 37722; 
0.5278; 7.6397; 6.0128; -0.1173; -0.1936; 0.0; 21.9; -39.3; 15.9; 206.962; -58.8343; -10.204; 27.2; 82.0; 3.969; 37959; 
0.8823; 7.6027; 5.0692; -0.3667; -0.184; -0.0392; 21.3; -39.0; 15.9; 206.2864; -56.8288; -8.5836; 27.2; 82.0; 3.969; 38168; 
0.0766; 8.5237; 5.8236; -0.3859; -0.5389; 0.0247; 21.0; -39.0; 15.3; 206.2864; -56.8288; -8.5836; 27.2; 82.0; 3.969; 38369; 
0.8639; 7.5964; 4.4847; 0.0629; 0.0888; -0.0339; 20.4; -39.0; 16.2; 206.3562; -56.9572; -6.4588; 27.2; 82.0; 3.969; 38573; 
-0.2507; 8.9878; 5.087; 0.6928; -0.7436; 0.127; 20.7; -39.3; 16.2; 206.3562; -56.9572; -6.4588; 27.2; 82.0; 3.969; 38774; 
0.2837; 8.0504; 4.2537; 0.4178; 0.7795; -0.0232; 21.0; -39.6; 17.1; 207.3114; -57.8139; -5.4923; 27.2; 82.0; 3.969; 38976; 
0.2655; 8.6761; 4.6802; 0.8058; 0.2455; -0.0669; 22.2; -37.8; 15.0; 210.5576; -57.8139; -5.4923; 27.2; 82.0; 3.969; 39237; 
0.1298; 9.354; 4.6881; 0.0; -0.0689; 0.0; 22.5; -38.7; 17.4; 210.5576; -57.8139; -5.4923; 27.2; 82.0; 3.969; 39438; 
0.2247; 8.5826; 4.48; -0.0821; 0.0; 0.0; 21.6; -39.3; 16.5; 208.9472; -58.6146; -5.5993; 27.2; 82.0; 3.969; 39639; 
0.1654; 9.077; 4.0111; -0.0778; -0.2107; 0.0; 21.9; -39.9; 15.9; 208.9472; -58.6146; -5.5993; 27.2; 82.0; 3.969; 39841; 
0.0727; 9.1235; 3.8865; -0.0384; -0.0465; 0.0417; 21.3; -40.2; 16.2; 209.1707; -60.4614; -4.7636; 27.2; 82.0; 3.969; 40043; 
0.2179; 8.8839; 3.3147; 0.0746; -0.119; 0.0321; 21.9; -42.3; 17.1; 209.1707; -60.4614; -4.7636; 27.2; 82.0; 3.969; 40244; 
0.0193; 9.0623; 3.1866; 0.3219; 0.1261; 0.0247; 22.8; -37.2; 21.0; 209.572; -62.0827; -3.7314; 27.2; 82.0; 3.969; 40446; 
-0.0431; 9.2834; 3.4542; -0.2665; -0.4121; 0.0; 22.2; -36.3; 16.5; 213.5147; -63.9338; -2.663; 27.2; 82.0; 3.969; 40648; 
0.0219; 9.1427; 3.3539; 0.0; 0.0206; -0.0254; 23.1; -37.2; 16.5; 213.5147; -63.9338; -2.663; 27.2; 82.0; 3.969; 40850; 
-0.1534; 8.113; 5.1596; 0.4615; 0.2337; 0.0194; 22.2; -38.1; 16.2; 214.6435; -64.4798; -1.3639; 27.2; 82.0; 3.969; 41051; 
0.2775; 8.217; 5.4023; 0.2856; -0.118; -0.0201; 21.6; -38.7; 15.9; 214.6435; -64.4798; -1.3639; 27.2; 82.0; 3.969; 41253; 
0.4756; 7.9265; 5.4467; 0.3112; 0.1655; 0.0; 21.0; -38.7; 15.0; 212.659; -61.3374; -1.2189; 27.2; 82.0; 3.969; 41469; 
0.5916; 7.601; 6.0072; -0.0405; -0.2096; 0.0193; 21.6; -38.1; 14.4; 212.659; -61.3374; -1.2189; 27.2; 82.0; 3.969; 41674; 
0.7775; 7.6379; 6.3486; -0.242; -0.119; 0.0; 21.9; -38.1; 15.0; 214.2828; -61.3374; -1.2189; 27.2; 82.0; 3.969; 41879; 
0.7133; 7.4047; 6.7174; -0.3091; -0.3823; 0.0; 21.0; -36.9; 14.7; 211.2668; -58.6923; -3.3665; 27.2; 82.0; 3.969; 42093; 
0.7402; 7.3916; 6.5932; -0.0661; -0.0711; 0.0; 20.1; -38.4; 15.9; 211.2668; -58.6923; -3.3665; 27.2; 82.0; 3.969; 42296; 
0.7426; 7.3617; 6.5267; 0.2057; -0.1659; 0.0204; 20.1; -39.0; 15.0; 207.9703; -55.7527; -4.1596; 27.2; 82.0; 3.969; 42497; 
0.7987; 7.2681; 6.5478; 0.3325; 0.2892; -0.0329; 21.0; -38.7; 15.0; 207.9703; -55.7527; -4.1596; 27.2; 82.0; 3.969; 42698; 
0.7062; 7.4081; 6.8281; -0.1918; -0.184; 0.0; 22.2; -38.7; 14.7; 209.3499; -53.6135; -4.9271; 27.2; 82.0; 3.969; 42906; 
0.2552; 7.4811; 7.1; 0.0416; 0.0238; 0.0215; 22.8; -39.0; 15.9; 209.3499; -53.6135; -4.9271; 27.2; 82.0; 3.969; 43107; 
0.3958; 7.7063; 6.4444; -0.2398; -0.2117; 0.0; 21.3; -38.7; 15.9; 207.8223; -52.0119; -3.8141; 27.2; 82.0; 3.969; 43348; 
0.5878; 8.1059; 5.879; -0.1407; -0.2682; 0.0183; 19.8; -38.1; 15.3; 207.7567; -51.1547; -4.6859; 27.2; 82.0; 3.969; 43627; 
0.5056; 8.2059; 5.6543; -0.1045; 0.0771; 0.0; 20.4; -38.1; 15.6; 206.3971; -51.1547; -4.6859; 27.2; 82.0; 3.969; 43829; 
0.3857; 9.8331; 6.7291; 0.1876; 0.4566; -0.0244; 20.7; -39.0; 15.9; 206.3971; -51.1547; -4.6859; 27.2; 82.0; 3.969; 44030; 
0.0409; 7.3361; 2.7651; 0.4796; -0.7585; 0.0438; 19.8; -38.4; 14.4; 207.8126; -52.3356; -4.7636; 27.2; 82.0; 3.969; 44231; 
-0.0192; 9.2892; 4.2652; -0.2697; -0.1222; 0.0225; 22.8; -39.3; 16.8; 207.8126; -52.3356; -4.7636; 27.2; 82.0; 3.969; 44435; 
0.3235; 9.2605; 4.0414; -0.3731; -0.184; 0.0; 22.5; -38.7; 16.8; 209.9347; -54.4636; -4.0142; 27.2; 82.0; 3.969; 44642; 
0.4618; 8.5679; 4.3088; -0.1301; -0.054; 0.0257; 21.9; -39.3; 15.9; 209.9347; -54.4636; -4.0142; 27.2; 82.0; 3.969; 44843; 
1.1189; 8.8602; 4.2335; 0.2739; 0.2317; -0.0318; 21.3; -39.0; 17.4; 209.6264; -58.6583; -4.4846; 27.2; 82.0; 3.969; 45066; 
0.8294; 8.8018; 4.3458; 0.0607; -0.0401; -0.0702; 21.6; -38.7; 16.5; 209.1692; -59.9092; -5.8263; 27.2; 82.0; 3.969; 45268; 
0.2609; 9.0367; 4.3865; 0.0991; 0.075; -0.0776; 21.3; -39.3; 16.5; 209.1692; -59.9092; -5.8263; 27.2; 82.0; 3.969; 45470; 
0.5931; 8.931; 3.5651; -0.2644; 0.2434; -0.084; 22.5; -39.3; 16.8; 210.5302; -61.207; -6.0725; 27.2; 82.0; 3.969; 45672; 
0.582; 8.4475; 5.809; 0.8484; 0.2168; 0.0652; 21.9; -39.3; 16.8; 210.5302; -61.207; -6.0725; 27.2; 82.0; 3.969; 45874; 
-0.044; 8.5013; 5.7662; -0.1216; 0.3415; 0.0; 21.0; -38.7; 15.6; 210.2383; -60.4985; -3.5763; 27.2; 82.0; 3.969; 46081; 
0.8731; 7.9576; 5.6615; 0.0223; -0.1307; 0.0268; 20.4; -39.3; 16.5; 210.2383; -60.4985; -3.5763; 27.2; 82.0; 3.969; 46285; 
0.6009; 7.9842; 6.2041; 0.1364; -0.12; 0.0; 19.8; -38.4; 16.5; 207.0872; -60.4985; -3.5763; 27.2; 82.0; 3.969; 46493; 
0.5034; 7.7069; 6.3553; -0.065; 0.2541; -0.0179; 19.5; -38.4; 15.9; 207.6255; -58.6146; -5.5993; 27.2; 82.0; 3.969; 46706; 
0.3501; 7.3873; 6.3833; 0.1385; 0.2999; 0.0204; 21.0; -38.1; 15.9; 207.6255; -58.6146; -5.5993; 27.2; 82.0; 3.969; 46908; 
0.3715; 7.4515; 6.4947; 0.308; 0.1997; 0.0; 21.6; -38.7; 17.7; 208.5844; -56.5616; -4.2364; 27.2; 82.0; 3.969; 47111; 
0.4932; 7.2407; 6.3197; 0.0; -0.2298; 0.0204; 20.7; -38.4; 16.5; 207.908; -53.6499; -3.9452; 27.2; 82.0; 3.969; 47353; 
0.3869; 7.7989; 7.1228; -0.1748; -0.2128; 0.0; 21.6; -38.7; 16.5; 207.908; -53.6499; -3.9452; 27.2; 82.0; 3.969; 47556; 
0.5464; 7.6739; 6.5056; -0.4488; -0.3375; 0.0; 21.6; -38.1; 16.5; 208.8501; -52.37; -3.8141; 27.2; 82.0; 3.969; 47757; 
0.6844; 7.5852; 6.7761; 0.0469; 0.1794; 0.0183; 21.0; -38.7; 15.9; 208.8501; -52.37; -3.8141; 27.2; 82.0; 3.969; 47959; 
1.4285; 7.9402; 7.0797; 0.066; 0.0249; 0.0; 20.7; -38.7; 16.2; 207.7557; -51.5536; -3.7517; 27.2; 82.0; 3.969; 48161; 
0.3902; 7.4358; 5.6879; -0.1674; 0.0931; 0.0332; 21.6; -39.6; 16.8; 207.7557; -51.5536; -3.7517; 27.2; 82.0; 3.969; 48362; 
0.482; 7.7409; 6.3377; -0.2623; 0.2466; 0.0; 21.0; -38.7; 16.5; 207.1989; -51.5536; -3.7517; 27.2; 82.0; 3.969; 48567; 
0.5297; 7.7464; 6.1443; -0.1781; -0.3428; 0.046; 21.0; -38.7; 16.5; 207.1989; -51.5536; -3.7517; 27.2; 82.0; 3.969; 48831; 
0.4399; 7.8721; 6.1513; 0.0; 0.4427; 0.0; 21.6; -39.0; 17.1; 207.1989; -51.5536; -3.7517; 27.2; 82.0; 3.969; 49031; 
0.3866; 7.7774; 6.2392; 0.0223; 0.0419; 0.0; 21.9; -38.7; 17.4; 208.3262; -51.5536; -3.7517; 27.2; 82.0; 3.969; 49267; 
0.4618; 7.8852; 6.2435; -0.1067; -0.1062; 0.0; 22.5; -39.0; 17.1; 209.4272; -51.5536; -3.7517; 27.2; 82.0; 3.969; 49473; 
0.3804; 7.8715; 6.3095; 0.0; 0.2167; 0.0; 21.9; -38.7; 17.1; 209.4272; -51.5536; -3.7517; 27.2; 82.0; 3.969; 49674; 
0.2172; 7.9425; 6.266; -0.1823; -0.0476; 0.0278; 21.6; -38.7; 16.8; 208.8412; -51.5798; -2.8156; 27.2; 82.0; 3.969; 49876; 
0.2769; 7.6632; 6.0663; 0.0; 0.0281; 0.0534; 21.6; -38.1; 17.1; 208.8412; -51.5798; -2.8156; 27.2; 82.0; 3.969; 50098; 
0.4868; 7.5287; 6.3851; 0.0436; 0.0; 0.031; 22.5; -38.7; 18.6; 208.8604; -51.5798; -2.8156; 27.2; 82.0; 3.969; 50307; 
0.3066; 7.3541; 6.7314; -0.1216; -0.2757; 0.0395; 22.8; -38.1; 16.5; 208.8604; -51.5798; -2.8156; 27.2; 82.0; 3.969; 50508; 
0.5616; 7.8729; 9.1322; 0.8131; 0.092; 0.0; 22.2; -37.8; 15.0; 210.2306; -50.76; -2.7702; 27.2; 82.0; 3.969; 50712; 
0.6477; 4.3803; 4.7041; -0.4083; 0.2583; 0.0; 21.6; -39.3; 15.9; 209.2408; -50.76; -2.7702; 27.2; 82.0; 3.969; 50942; 
0.6199; 6.5653; 7.9922; -0.2218; -0.2033; 0.0; 19.2; -38.1; 14.1; 209.2408; -50.76; -2.7702; 27.2; 82.0; 3.969; 51146; 
0.9138; 6.99; 6.6963; 0.0; -0.1372; -0.0192; 20.4; -37.5; 16.5; 206.2383; -47.4372; -3.4682; 27.2; 82.0; 3.969; 51349; 
0.2006; 6.063; 5.3828; 0.4987; 0.2625; 0.0; 20.1; -37.5; 14.4; 206.2383; -47.4372; -3.4682; 27.2; 82.0; 3.969; 51549; 
0.223; 9.5; 5.5684; -0.0907; -0.0359; 0.0; 21.0; -38.7; 15.0; 206.9078; -45.3372; -4.1446; 27.2; 82.0; 3.969; 51750; 
0.7678; 7.983; 5.8847; -0.1152; -0.0552; 0.0; 20.4; -39.3; 13.8; 206.9078; -45.3372; -4.1446; 27.2; 82.0; 3.969; 51952; 
0.3655; 7.6867; 5.9015; 0.0447; 0.0344; 0.0; 20.7; -38.1; 14.1; 208.5572; -49.8811; -4.5378; 27.2; 82.0; 3.969; 52153; 
0.6266; 7.8666; 6.0169; 0.0; 0.0; 0.0; 20.1; -39.6; 15.0; 206.0145; -49.8811; -4.5378; 27.2; 82.0; 3.969; 52357; 
0.4926; 8.1618; 5.6027; -0.1344; -0.1063; 0.0; 20.4; -39.0; 14.7; 206.0145; -49.8811; -4.5378; 27.2; 82.0; 3.969; 52558; 
0.5197; 8.2576; 5.5015; -0.1568; 0.0; 0.0; 20.1; -39.3; 14.1; 207.2581; -51.52; -4.6859; 27.2; 82.0; 3.969; 52759; 
0.5169; 7.7967; 5.9298; 0.1235; 0.2113; 0.0; 21.3; -39.9; 14.7; 207.2581; -51.52; -4.6859; 27.2; 82.0; 3.969; 52962; 
0.6188; 7.9299; 6.0801; 0.0872; -0.1959; 0.0; 21.3; -38.4; 14.7; 208.2978; -51.9774; -4.7636; 27.2; 82.0; 3.969; 53163; 
0.3209; 8.9834; 4.4411; -0.0918; -0.0393; 0.0; 21.6; -39.3; 16.2; 208.2978; -51.9774; -4.7636; 27.2; 82.0; 3.969; 53363; 
0.6365; 8.3098; 5.4457; 0.1671; 0.1174; 0.0; 21.0; -38.7; 15.3; 207.9; -51.9774; -4.7636; 27.2; 82.0; 3.969; 53586; 
0.4976; 8.3115; 5.2518; 0.0; -0.0532; 0.0; 21.6; -39.6; 15.9; 208.4944; -54.4263; -5.0131; 25.3; 82.0; 3.942; 53789; 
0.52; 8.4249; 5.1252; -0.0312; -0.0724; 0.0; 21.0; -39.3; 15.0; 208.4944; -54.4263; -5.0131; 25.3; 82.0; 3.942; 53989; 
0.7664; 8.2966; 5.5602; 0.0; -0.0564; 0.0; 19.8; -38.4; 14.1; 208.4492; -55.7133; -5.1944; 25.3; 82.0; 3.942; 54222; 
0.9698; 7.4295; 6.4716; 0.0392; 0.0779; -0.0214; 21.3; -38.7; 14.7; 208.4492; -55.7133; -5.1944; 25.3; 82.0; 3.942; 54423; 
0.8549; 7.8304; 6.5445; 0.0; -0.098; -0.0352; 21.9; -39.6; 14.7; 208.6337; -54.8542; -6.1155; 25.3; 82.0; 3.942; 54625; 
0.821; 8.0657; 5.3922; 0.0; 0.0; -0.0458; 21.9; -38.7; 15.0; 208.6337; -54.8542; -6.1155; 25.3; 82.0; 3.942; 54832; 
0.6272; 7.8322; 6.0254; -0.1069; -0.1555; -0.0341; 20.1; -39.6; 15.0; 205.728; -54.3272; -7.0013; 25.3; 82.0; 3.942; 55034; 
0.639; 7.8744; 6.1847; 0.1127; 0.0747; 0.0; 20.1; -38.4; 15.3; 206.9168; -54.0389; -6.009; 25.3; 82.0; 3.942; 55258; 
0.6482; 7.8055; 6.0375; -0.0707; -0.0511; 0.0; 19.8; -38.4; 15.3; 206.9168; -54.0389; -6.009; 25.3; 82.0; 3.942; 55459; 
0.5684; 7.7594; 6.2378; -0.2178; -0.098; 0.0; 19.5; -38.4; 14.4; 207.5145; -53.5691; -5.9061; 25.3; 82.0; 3.942; 55664; 
0.726; 7.5022; 6.607; 0.0; -0.1214; 0.0; 18.3; -39.0; 14.1; 207.5145; -53.5691; -5.9061; 25.3; 82.0; 3.942; 55866; 
0.7544; 7.2647; 6.8128; -0.0931; 0.0736; 0.0; 18.9; -39.0; 15.3; 205.287; -53.5691; -5.9061; 25.3; 82.0; 3.942; 56068; 
0.7929; 7.2101; 7.0553; 0.0; 0.0438; 0.0; 19.2; -39.0; 14.7; 205.287; -53.5691; -5.9061; 25.3; 82.0; 3.942; 56285; 
0.6374; 8.1324; 5.5002; 0.0699; 0.0245; 0.0; 19.2; -39.3; 14.7; 206.7802; -51.4791; -5.6176; 25.3; 82.0; 3.942; 56515; 
0.6534; 8.1429; 5.3934; 0.0358; 0.0; 0.0; 19.2; -39.0; 15.6; 204.3471; -51.1137; -5.6176; 25.3; 82.0; 3.942; 56718; 
0.5784; 8.2639; 5.3648; -0.0452; 0.0; 0.0; 20.1; -39.9; 14.7; 204.3471; -51.1137; -5.6176; 25.3; 82.0; 3.942; 56919; 
0.685; 8.232; 5.4373; 0.0219; 0.082; 0.0; 20.1; -39.6; 15.3; 205.9907; -52.7539; -5.8067; 25.3; 82.0; 3.942; 57122; 
0.6444; 8.2543; 5.4493; -0.0506; 0.035; 0.0; 21.0; -38.7; 16.2; 205.9907; -52.7539; -5.8067; 25.3; 82.0; 3.942; 57324; 
0.5386; 8.2263; 5.3289; 0.0; 0.0456; 0.0; 19.5; -38.7; 14.7; 206.4904; -53.5691; -5.9061; 25.3; 82.0; 3.942; 57526; 
0.5893; 8.2925; 5.4704; -0.1977; -0.0812; 0.0; 19.8; -39.3; 15.0; 206.4904; -53.5691; -5.9061; 25.3; 82.0; 3.942; 57728; 
0.4943; 8.342; 5.2976; -0.0517; 0.0; 0.0; 20.7; -39.0; 15.0; 207.8628; -54.8542; -6.1155; 25.3; 82.0; 3.942; 57930; 
0.4745; 8.8021; 4.3392; 0.0836; 0.0743; 0.0; 19.5; -39.3; 15.6; 206.9041; -56.5212; -5.2901; 25.3; 82.0; 3.942; 58169; 
0.5335; 9.2403; 4.2121; 0.0175; -0.0227; 0.0; 20.7; -39.0; 14.7; 206.9041; -56.5212; -5.2901; 25.3; 82.0; 3.942; 58370; 
0.2579; 9.1132; 3.6412; 0.0; 0.0423; 0.0; 20.4; -39.0; 15.0; 207.5593; -56.5212; -5.2901; 25.3; 82.0; 3.942; 58573; 
0.27; 9.4699; 3.4961; -0.1158; 0.0; 0.0; 19.8; -39.3; 16.2; 207.5593; -56.5212; -5.2901; 25.3; 82.0; 3.942; 58808; 
0.2289; 9.5943; 3.2445; 0.1368; 0.0188; 0.0; 21.0; -39.3; 17.1; 207.8518; -59.9092; -5.8263; 25.3; 82.0; 3.942; 59016; 
0.1332; 9.9447; 3.0128; 0.0; -0.0622; 0.0203; 20.7; -39.3; 17.1; 209.2585; -62.558; -5.0796; 25.3; 82.0; 3.942; 59254; 
0.375; 9.4049; 3.5012; 0.2679; 0.2981; 0.0; 20.7; -38.7; 16.8; 209.2585; -62.558; -5.0796; 25.3; 82.0; 3.942; 59456; 
0.2106; 9.5358; 3.4105; 0.1166; 0.1509; 0.0; 21.0; -39.0; 17.1; 210.9543; -65.9778; -4.2892; 25.3; 82.0; 3.942; 59657; 
0.2479; 9.5569; 3.1827; 0.1635; 0.0976; 0.0; 20.1; -38.7; 16.2; 210.9543; -65.9778; -4.2892; 25.3; 82.0; 3.942; 59858; 
0.1967; 9.6575; 2.9403; 0.0; 0.0283; 0.0; 20.4; -39.0; 16.8; 210.0503; -67.2721; -4.514; 25.3; 82.0; 3.942; 60060; 
0.2417; 9.5043; 3.1508; -0.104; 0.0; 0.0; 21.0; -38.4; 16.2; 210.0503; -67.2721; -4.514; 25.3; 82.0; 3.942; 60262; 
0.5277; 8.2913; 5.4398; -0.1797; -0.17; 0.0246; 20.7; -39.3; 16.2; 212.6854; -69.1017; -4.8991; 25.3; 82.0; 3.942; 60464; 
0.5052; 8.2993; 5.4096; 0.2424; 0.1018; 0.0; 19.8; -37.8; 15.9; 210.6059; -65.2075; -4.1849; 25.3; 82.0; 3.942; 60683; 
0.5383; 8.1711; 5.397; 0.0484; 0.0879; 0.0; 19.8; -37.8; 15.0; 210.6059; -65.2075; -4.1849; 25.3; 82.0; 3.942; 60885; 
0.4944; 8.6653; 4.8875; 0.0313; -0.2905; 0.0; 19.8; -37.2; 15.6; 210.9408; -65.2075; -4.1849; 25.3; 82.0; 3.942; 61086; 
0.1184; 9.5582; 3.2554; -0.0273; 0.0527; 0.0; 19.5; -38.1; 17.1; 210.9408; -65.2075; -4.1849; 25.3; 82.0; 3.942; 61288; 
0.4506; 9.1876; 4.6299; -0.1403; -0.2063; 0.0256; 20.7; -38.1; 18.6; 208.3637; -63.8607; -5.3145; 25.3; 82.0; 3.942; 61502; 
0.7285; 8.054; 5.3053; 0.0537; 0.0; 0.0181; 20.7; -37.8; 16.5; 210.1309; -65.1624; -5.5722; 25.3; 82.0; 3.942; 61736; 
0.6143; 8.0875; 5.6401; 0.0814; 0.1337; 0.0191; 22.2; -38.7; 16.2; 210.1309; -65.1624; -5.5722; 25.3; 82.0; 3.942; 61941; 
0.9577; 7.9161; 5.797; 0.5269; 0.2275; 0.0; 20.1; -38.7; 16.2; 207.8294; -61.7182; -6.2034; 25.3; 82.0; 3.942; 62146; 
0.8755; 7.3834; 5.5731; 0.0; 0.139; 0.0; 21.3; -38.7; 17.4; 207.8294; -61.7182; -6.2034; 25.3; 82.0; 3.942; 62347; 
0.5946; 8.1133; 6.7556; 0.2658; 0.3991; -0.0704; 20.1; -38.1; 15.9; 207.0153; -59.057; -6.8428; 25.3; 82.0; 3.942; 62558; 
1.9527; 7.0152; 5.6934; 0.0803; 0.2594; -0.079; 20.7; -38.4; 17.4; 207.0153; -59.057; -6.8428; 25.3; 82.0; 3.942; 62759; 
0.247; 8.2826; 6.6814; 0.0; -0.104; 0.0; 21.0; -37.5; 17.4; 206.913; -56.8975; -7.5238; 25.3; 82.0; 3.942; 62962; 
0.9603; 7.8922; 6.3079; 0.0; 0.0857; -0.0331; 20.4; -37.2; 16.8; 205.6185; -55.6088; -7.2532; 25.3; 82.0; 3.942; 63209; 
1.4894; 7.6955; 6.0013; 0.2103; 0.252; -0.0395; 21.0; -36.6; 19.2; 205.6185; -55.6088; -7.2532; 25.3; 82.0; 3.942; 63411; 
1.6345; 7.734; 5.8174; 0.0323; -0.0486; -0.0704; 21.6; -35.4; 20.7; 206.0332; -55.6088; -7.2532; 25.3; 82.0; 3.942; 63613; 
1.1969; 7.2234; 5.4508; -0.2128; -0.3854; -0.1098; 20.7; -32.1; 21.9; 206.0332; -55.6088; -7.2532; 25.3; 82.0; 3.942; 63815; 
1.8326; 7.939; 5.9557; -0.4324; -0.3044; -0.0693; 19.2; -32.1; 21.3; 202.1583; -54.664; -9.1302; 25.3; 82.0; 3.942; 64016; 
1.0897; 6.6246; 5.2779; 0.1847; -0.2383; -0.0874; 18.0; -33.6; 18.3; 202.1583; -54.664; -9.1302; 25.3; 82.0; 3.942; 64220; 
1.0595; 8.2522; 5.829; -0.0817; -0.3247; 0.0; 17.1; -37.2; 17.4; 200.7607; -53.2305; -10.7389; 25.3; 82.0; 3.942; 64424; 
1.5219; 7.812; 6.1811; -0.0839; -0.2682; -0.0618; 16.8; -36.9; 17.7; 197.8218; -52.6912; -12.6334; 25.3; 82.0; 3.942; 64635; 
1.7367; 7.4129; 6.3895; 0.0739; -0.1435; -0.0234; 14.4; -37.5; 16.5; 197.8218; -52.6912; -12.6334; 25.3; 82.0; 3.942; 64841; 
1.5241; 7.0894; 6.3616; 0.027; -0.1414; -0.05; 13.8; -37.8; 17.1; 193.3789; -52.116; -14.5002; 25.3; 82.0; 3.942; 65042; 
1.4743; 7.4243; 6.7553; 0.1154; -0.0934; 0.0; 13.5; -37.2; 17.4; 193.3789; -52.116; -14.5002; 25.3; 82.0; 3.942; 65283; 
2.3715; 7.3443; 6.9764; -0.0231; -0.0561; -0.033; 11.1; -36.9; 17.1; 189.5672; -50.6294; -15.8192; 25.3; 82.0; 3.942; 65505; 
